job_title,skills,experience,salary
Machine Learning Engineer,"python, sql, ML",Entry,104401
Business Analyst,"ML, deep learning, cloud",Senior,143188
Data Engineer,"ML, cloud",Mid,116950
Machine Learning Engineer,deep learning,Entry,121242
AI Engineer,"sql, ML",Entry,105229
AI Engineer,"python, cloud",Entry,102332
Business Analyst,,Mid,90196
Data Scientist,"python, ML",Senior,115355
AI Engineer,python,Senior,142350
Business Analyst,"sql, ML, deep learning, cloud",Entry,92255
Data Analyst,"python, deep learning",Mid,93307
Data Analyst,"python, sql, deep learning, cloud",Entry,76795
Machine Learning Engineer,"python, deep learning",Mid,125137
Machine Learning Engineer,"sql, deep learning, cloud",Entry,117555
AI Engineer,python,Mid,117898
Data Engineer,"sql, ML, cloud",Entry,76782
Machine Learning Engineer,"python, ML, deep learning",Mid,149824
Data Engineer,sql,Mid,76569
Data Scientist,"python, ML, deep learning",Entry,84625
Data Analyst,sql,Entry,45303
Data Analyst,"python, sql, ML, deep learning, cloud",Senior,155557
Data Analyst,"python, cloud",Senior,108031
AI Engineer,"sql, ML, deep learning",Entry,116046
AI Engineer,"python, sql, ML, cloud",Entry,116963
Data Engineer,"python, sql, ML, cloud",Entry,72624
Data Engineer,cloud,Senior,109240
Data Engineer,deep learning,Mid,94269
Data Engineer,cloud,Senior,107052
AI Engineer,"python, ML, cloud",Senior,169814
Business Analyst,"python, ML, deep learning, cloud",Mid,113082
Data Engineer,"python, ML",Entry,61222
AI Engineer,"sql, ML",Mid,127879
Data Engineer,"sql, deep learning",Senior,111295
Data Scientist,"python, deep learning, cloud",Senior,124256
Data Analyst,"sql, ML, deep learning",Mid,122419
Data Engineer,"deep learning, cloud",Entry,74254
Machine Learning Engineer,"deep learning, cloud",Entry,112979
Data Engineer,"python, sql",Senior,103509
AI Engineer,"sql, deep learning",Entry,120786
Data Analyst,"sql, ML, deep learning",Entry,79400
Data Engineer,"python, deep learning, cloud",Senior,120624
Data Engineer,"python, sql, deep learning, cloud",Mid,116367
Machine Learning Engineer,"ML, cloud",Mid,138491
Machine Learning Engineer,"deep learning, cloud",Senior,163499
Machine Learning Engineer,"python, ML, deep learning",Entry,121817
Machine Learning Engineer,"python, sql",Senior,160764
Business Analyst,deep learning,Entry,60093
Business Analyst,"python, sql, deep learning",Entry,66113
Business Analyst,"sql, ML",Mid,94887
Machine Learning Engineer,"python, ML, deep learning, cloud",Mid,159047
Data Scientist,"python, sql",Senior,102841
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,131412
Data Analyst,"python, sql",Senior,104419
Data Engineer,"python, cloud",Senior,133098
Data Scientist,"python, sql, deep learning",Entry,84658
Business Analyst,"python, sql, cloud",Senior,110944
Data Scientist,"python, sql",Senior,98664
Machine Learning Engineer,"python, cloud",Senior,172457
Business Analyst,"deep learning, cloud",Senior,123974
Data Analyst,"ML, deep learning",Mid,106747
Machine Learning Engineer,"sql, cloud",Entry,121628
AI Engineer,"ML, cloud",Entry,116098
Machine Learning Engineer,deep learning,Senior,170230
AI Engineer,"python, sql, deep learning",Mid,129962
Business Analyst,"python, sql, ML, cloud",Mid,102566
AI Engineer,deep learning,Mid,153820
AI Engineer,sql,Mid,115602
Business Analyst,"python, ML, cloud",Entry,72631
Machine Learning Engineer,"python, sql, ML, deep learning",Entry,141422
Business Analyst,"python, ML, deep learning, cloud",Entry,108981
Machine Learning Engineer,"sql, ML",Entry,103831
Business Analyst,"python, sql, ML, deep learning, cloud",Mid,130932
Business Analyst,"sql, ML, deep learning, cloud",Senior,141976
Data Scientist,"python, deep learning, cloud",Senior,129338
Data Scientist,"sql, deep learning",Mid,93388
Data Scientist,"sql, ML",Senior,113348
Machine Learning Engineer,"sql, ML, cloud",Senior,162725
Machine Learning Engineer,"sql, deep learning, cloud",Entry,116249
Business Analyst,"sql, ML, cloud",Senior,124874
Data Engineer,"python, deep learning, cloud",Entry,71736
Business Analyst,"sql, ML",Mid,86857
AI Engineer,"python, sql, ML, deep learning",Mid,144519
Data Analyst,sql,Mid,71757
Business Analyst,sql,Mid,72039
AI Engineer,"python, ML, deep learning, cloud",Senior,199954
AI Engineer,,Entry,113177
Data Analyst,"ML, deep learning, cloud",Senior,138704
Data Scientist,"python, sql, ML, cloud",Entry,74177
AI Engineer,"sql, ML, cloud",Senior,166276
Machine Learning Engineer,"sql, deep learning, cloud",Entry,113119
Machine Learning Engineer,ML,Senior,151026
Data Scientist,"python, deep learning",Entry,87286
AI Engineer,"ML, deep learning",Mid,168361
Data Engineer,"python, ML",Senior,135268
Data Analyst,"sql, ML",Senior,117572
Machine Learning Engineer,"deep learning, cloud",Senior,160387
AI Engineer,"python, sql, cloud",Mid,144973
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,176236
Machine Learning Engineer,"python, deep learning, cloud",Entry,116925
Data Scientist,cloud,Entry,77446
Data Engineer,"sql, ML, cloud",Entry,78984
Machine Learning Engineer,"python, ML, deep learning",Entry,117599
Data Engineer,"python, cloud",Mid,106049
Data Scientist,"python, cloud",Senior,111537
Data Engineer,python,Senior,118384
Data Analyst,"sql, deep learning",Entry,65528
Machine Learning Engineer,"python, sql, ML",Entry,125793
AI Engineer,"python, deep learning, cloud",Senior,165151
Machine Learning Engineer,"python, ML, deep learning, cloud",Senior,204143
Data Engineer,cloud,Entry,76980
Machine Learning Engineer,"python, ML, deep learning",Senior,174095
Data Engineer,cloud,Entry,55607
Data Analyst,"python, ML, cloud",Mid,103173
AI Engineer,"python, sql",Mid,135843
Data Analyst,"python, ML",Senior,118805
Data Analyst,"sql, ML",Senior,133243
Business Analyst,"deep learning, cloud",Mid,98540
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,170243
Business Analyst,"sql, deep learning",Mid,94689
Data Analyst,"python, sql, ML, cloud",Senior,127900
Machine Learning Engineer,"sql, deep learning, cloud",Senior,187829
AI Engineer,"ML, deep learning",Senior,174008
Data Scientist,"deep learning, cloud",Entry,77385
Business Analyst,"python, sql, ML, cloud",Entry,94233
Data Engineer,python,Senior,101313
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,158488
Machine Learning Engineer,"ML, cloud",Entry,118335
Data Scientist,ML,Senior,112730
AI Engineer,cloud,Mid,129245
Data Engineer,"python, sql, cloud",Senior,114901
AI Engineer,"python, cloud",Senior,168256
Machine Learning Engineer,cloud,Senior,145735
AI Engineer,"sql, ML, deep learning",Mid,145218
Business Analyst,"python, ML",Senior,112375
Machine Learning Engineer,python,Entry,92146
Business Analyst,"ML, deep learning",Senior,130080
AI Engineer,"sql, ML",Senior,152524
Machine Learning Engineer,"ML, deep learning",Mid,141925
Business Analyst,"python, sql, ML, cloud",Mid,99614
Data Analyst,"sql, ML, deep learning, cloud",Senior,144515
AI Engineer,sql,Entry,88192
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,141205
Data Engineer,"ML, deep learning",Senior,146701
Machine Learning Engineer,cloud,Senior,171906
Data Analyst,"python, sql, ML",Entry,64481
Data Scientist,"ML, deep learning",Entry,82585
Data Engineer,"sql, ML, deep learning",Mid,108006
Data Analyst,"ML, deep learning",Senior,126539
Data Scientist,deep learning,Senior,131151
Data Analyst,,Senior,122504
Data Analyst,,Entry,47064
Data Engineer,"ML, cloud",Entry,73285
AI Engineer,"python, ML, deep learning, cloud",Entry,125346
Data Engineer,"sql, ML, deep learning, cloud",Mid,132030
Machine Learning Engineer,"python, sql",Mid,111222
Machine Learning Engineer,"ML, deep learning, cloud",Mid,174689
Data Engineer,"python, sql, ML, deep learning, cloud",Mid,117915
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Entry,133642
AI Engineer,cloud,Senior,147946
Data Engineer,"python, ML",Entry,68310
Data Engineer,"python, ML",Senior,132941
Data Analyst,"python, deep learning, cloud",Entry,77993
Business Analyst,"python, sql, ML, cloud",Entry,79284
AI Engineer,"sql, deep learning",Entry,121179
Data Scientist,"sql, ML, deep learning, cloud",Entry,87317
Machine Learning Engineer,cloud,Senior,146298
Data Analyst,"sql, deep learning",Senior,139930
Data Analyst,"python, deep learning, cloud",Mid,96568
AI Engineer,"ML, deep learning, cloud",Entry,152609
Data Analyst,python,Senior,99206
AI Engineer,ML,Entry,104837
Machine Learning Engineer,"ML, deep learning",Mid,144703
AI Engineer,"python, ML, cloud",Mid,135621
Business Analyst,"python, ML, cloud",Senior,145989
Data Analyst,"sql, ML, deep learning, cloud",Entry,94519
Machine Learning Engineer,"python, ML, cloud",Senior,166688
AI Engineer,"python, ML, deep learning",Mid,145294
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,150864
Data Engineer,sql,Entry,54359
Data Scientist,"python, ML, cloud",Senior,146463
Machine Learning Engineer,"ML, cloud",Senior,183700
Data Scientist,cloud,Senior,106721
Machine Learning Engineer,cloud,Entry,101150
AI Engineer,"python, deep learning, cloud",Senior,181605
Data Analyst,"ML, deep learning, cloud",Entry,86105
Data Engineer,"sql, ML, deep learning, cloud",Mid,130166
AI Engineer,cloud,Senior,152663
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,179316
Data Analyst,"python, sql, cloud",Entry,64582
AI Engineer,"ML, cloud",Entry,130024
AI Engineer,"python, ML, cloud",Senior,168315
AI Engineer,"sql, ML, deep learning",Mid,163034
Data Analyst,"python, sql, ML, deep learning",Entry,78291
AI Engineer,"python, ML",Senior,156816
Machine Learning Engineer,"python, ML, deep learning",Mid,141614
Data Engineer,"ML, deep learning",Entry,75903
Data Engineer,"python, ML, deep learning, cloud",Senior,136560
Business Analyst,"ML, deep learning",Entry,80806
Data Scientist,"python, deep learning",Entry,84606
AI Engineer,"python, sql, deep learning",Entry,120019
AI Engineer,"ML, deep learning",Entry,123786
Machine Learning Engineer,"python, sql, ML",Mid,129163
Business Analyst,"python, ML, deep learning, cloud",Mid,117988
Business Analyst,deep learning,Mid,108424
Data Engineer,"python, sql",Entry,48085
Business Analyst,deep learning,Entry,65617
Data Scientist,sql,Entry,54173
Data Engineer,"sql, deep learning",Mid,89102
Data Scientist,"python, sql, ML, cloud",Entry,72868
Data Scientist,"ML, deep learning, cloud",Entry,111802
Data Engineer,"python, ML, deep learning",Entry,78831
Machine Learning Engineer,ML,Entry,124785
Data Scientist,"python, ML, deep learning",Senior,133230
AI Engineer,"python, deep learning",Mid,150423
Data Analyst,"deep learning, cloud",Senior,149893
Machine Learning Engineer,deep learning,Entry,121141
AI Engineer,"python, sql, cloud",Entry,100508
AI Engineer,sql,Mid,117644
Business Analyst,"python, ML, deep learning",Senior,151392
Machine Learning Engineer,cloud,Senior,150778
AI Engineer,"python, sql, ML, cloud",Senior,183943
Machine Learning Engineer,"python, sql",Senior,141358
AI Engineer,,Entry,91342
Data Engineer,"python, sql, deep learning",Senior,137780
Data Engineer,"deep learning, cloud",Senior,126386
Business Analyst,"python, sql",Mid,72342
Data Engineer,"python, sql, ML",Senior,112390
Data Scientist,python,Senior,99352
Data Scientist,,Entry,53055
Data Scientist,"python, ML, cloud",Senior,123417
Data Analyst,"sql, deep learning",Senior,116021
Machine Learning Engineer,ML,Mid,130020
Data Engineer,"deep learning, cloud",Senior,128072
Data Scientist,"sql, deep learning",Senior,115527
Data Analyst,"sql, ML",Senior,137851
Machine Learning Engineer,"python, ML, cloud",Entry,115972
Data Analyst,"python, sql, deep learning, cloud",Senior,121328
Data Scientist,"python, ML",Senior,135516
Data Scientist,"python, sql, deep learning",Entry,67916
AI Engineer,"sql, ML, cloud",Mid,164308
Business Analyst,"sql, ML",Mid,87932
AI Engineer,"ML, deep learning",Mid,148867
AI Engineer,"sql, ML, deep learning, cloud",Entry,125879
Data Scientist,"python, sql, ML, cloud",Senior,146753
Data Scientist,python,Senior,115770
Data Engineer,"python, sql, ML, deep learning",Entry,78911
Data Analyst,python,Senior,99559
Machine Learning Engineer,"deep learning, cloud",Entry,115702
Business Analyst,"sql, deep learning, cloud",Mid,100543
Data Engineer,"sql, cloud",Senior,112458
Data Engineer,sql,Entry,50087
AI Engineer,"python, deep learning",Entry,107015
AI Engineer,"ML, deep learning",Entry,118033
AI Engineer,deep learning,Entry,103246
Data Scientist,"ML, cloud",Senior,126587
Machine Learning Engineer,"ML, deep learning, cloud",Mid,156190
AI Engineer,"python, ML, deep learning, cloud",Senior,175169
Machine Learning Engineer,"python, sql, cloud",Senior,154126
Data Scientist,"python, cloud",Entry,59702
Data Analyst,,Senior,104796
AI Engineer,ML,Mid,151188
Data Analyst,"python, ML, deep learning, cloud",Mid,132680
Data Scientist,,Mid,78083
Data Analyst,python,Entry,50396
Data Analyst,"python, deep learning, cloud",Mid,100000
Data Analyst,"python, cloud",Mid,107538
Data Engineer,"deep learning, cloud",Mid,98107
Data Analyst,"sql, ML",Entry,66615
Data Analyst,"sql, deep learning, cloud",Senior,126976
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,144239
Data Scientist,cloud,Entry,58532
AI Engineer,cloud,Senior,170829
Data Engineer,"python, cloud",Senior,111074
Data Engineer,"python, ML, cloud",Entry,70837
AI Engineer,"sql, ML, deep learning, cloud",Mid,156900
Business Analyst,"python, ML, deep learning, cloud",Mid,113960
AI Engineer,"python, sql, cloud",Mid,142903
Business Analyst,"python, sql, deep learning",Senior,118149
Data Scientist,"sql, ML, cloud",Mid,96746
Machine Learning Engineer,cloud,Senior,151976
Data Engineer,"python, sql, deep learning",Senior,114842
Data Engineer,"python, sql, ML",Mid,105273
Data Engineer,"python, deep learning",Entry,85927
Data Analyst,"python, sql, ML",Senior,119491
Data Engineer,"python, ML",Mid,85627
Machine Learning Engineer,"ML, deep learning, cloud",Entry,133596
Data Scientist,"python, sql, deep learning, cloud",Senior,123358
Data Engineer,sql,Senior,97116
Data Analyst,sql,Entry,50856
Data Analyst,"python, ML, deep learning",Entry,77709
Data Engineer,"python, ML",Entry,63146
Machine Learning Engineer,ML,Senior,154184
Business Analyst,"sql, deep learning",Mid,87545
Data Analyst,"sql, deep learning, cloud",Mid,120588
Machine Learning Engineer,"python, sql, ML, deep learning",Mid,149734
AI Engineer,"python, deep learning, cloud",Entry,112308
Data Analyst,cloud,Senior,112525
Business Analyst,,Senior,100894
Data Analyst,"sql, ML",Senior,115375
Data Scientist,"ML, cloud",Senior,127526
Data Scientist,"ML, deep learning, cloud",Mid,114836
Business Analyst,"sql, ML",Entry,68108
Data Scientist,"python, sql, ML, cloud",Senior,141472
Machine Learning Engineer,"sql, ML, cloud",Mid,144897
Data Scientist,"python, deep learning, cloud",Mid,97512
Business Analyst,"sql, ML, deep learning",Senior,149791
Data Engineer,"python, cloud",Mid,80012
Data Analyst,"ML, deep learning, cloud",Senior,144313
AI Engineer,"python, sql, ML, deep learning",Entry,119437
Business Analyst,"python, ML, cloud",Senior,142026
Business Analyst,"python, sql, deep learning",Senior,119832
Data Engineer,"sql, cloud",Entry,57453
Data Scientist,"python, sql, deep learning",Senior,116432
Data Scientist,"python, cloud",Entry,62307
Machine Learning Engineer,deep learning,Entry,122224
AI Engineer,python,Mid,113999
Data Scientist,"ML, deep learning, cloud",Entry,85730
Data Scientist,"python, ML, deep learning, cloud",Senior,142738
AI Engineer,"sql, ML, cloud",Senior,187019
AI Engineer,"python, deep learning",Senior,159777
Data Scientist,"sql, cloud",Entry,63107
AI Engineer,"python, deep learning, cloud",Senior,186393
Data Scientist,"sql, ML, deep learning, cloud",Entry,86259
Data Analyst,,Entry,66689
